match_id,match_date,kick_off,home_score,away_score,match_status,match_status_360,last_updated,last_updated_360,match_week,competition_id,competition_country_name,competition_name,competition,season_id,season,home_team_id,home_team,home_team_gender,home_team_group,home_team_country_id,home_team_country_name,away_team_id,away_team,away_team_gender,away_team_group,away_team_country_id,away_team_country_name,competition_stage_id,competition_stage,stadium_id,stadium,stadium_country_id,stadium_country_name,referee_id,referee,referee_country_id,referee_country_name,home_managers,away_managers,home_manager_id,home_manager_name,home_manager_nickname,home_manager_dob,home_manager_country_id,home_manager_country_name,away_manager_id,away_manager_name,away_manager_nickname,away_manager_dob,away_manager_country_id,away_manager_country_name,data_version,shot_fidelity_version,xy_fidelity_version
3895210,2024-01-27,19:30:00.000,0,0,available,available,2024-07-31T08:56:45.531688,2024-11-20T11:26:23.848486,19,9,Germany,1. Bundesliga,Germany - 1. Bundesliga,281,2023/2024,904,Bayer Leverkusen,male,,85,Germany,185,Borussia Mönchengladbach,male,,85,Germany,1,Regular Season,377.0,BayArena,85.0,Germany,231.0,Deniz Aytekin,85.0,Germany,Xabier Alonso Olano,Gerardo Seoane Castro,1000310,Xabier Alonso Olano,Xabi Alonso,1981-11-25,214,Spain,732,Gerardo Seoane Castro,Gerardo Seoane,1978-10-30,221,Switzerland,1.1.0,2,2
3895202,2024-01-20,19:30:00.000,2,3,available,available,2024-07-28T02:32:14.818257,2024-10-14T10:50:40.343775,18,9,Germany,1. Bundesliga,Germany - 1. Bundesliga,281,2023/2024,182,RB Leipzig,male,,85,Germany,904,Bayer Leverkusen,male,,85,Germany,1,Regular Season,376.0,Red Bull Arena,85.0,Germany,837.0,Matthias Jöllenbeck,85.0,Germany,Marco Rose,Xabier Alonso Olano,496,Marco Rose,,1976-09-11,85,Germany,1000310,Xabier Alonso Olano,Xabi Alonso,1981-11-25,214,Spain,1.1.0,2,2
3895194,2024-01-13,16:30:00.000,0,1,available,available,2024-07-30T08:49:22.330406,2024-10-14T11:28:51.864778,17,9,Germany,1. Bundesliga,Germany - 1. Bundesliga,281,2023/2024,172,Augsburg,male,,85,Germany,904,Bayer Leverkusen,male,,85,Germany,1,Regular Season,366.0,WWK Arena,85.0,Germany,246.0,Sven Jablonski,85.0,Germany,Jess Christian Thorup,Xabier Alonso Olano,13,Jess Christian Thorup,,1970-02-21,61,Denmark,1000310,Xabier Alonso Olano,Xabi Alonso,1981-11-25,214,Spain,1.1.0,2,2
3895182,2023-12-20,21:30:00.000,4,0,available,available,2024-05-23T06:59:57.708567,2024-05-23T07:03:27.368165,16,9,Germany,1. Bundesliga,Germany - 1. Bundesliga,281,2023/2024,904,Bayer Leverkusen,male,,85,Germany,868,Bochum,male,,85,Germany,1,Regular Season,377.0,BayArena,85.0,Germany,405.0,Daniel Schlager,85.0,Germany,Xabier Alonso Olano,Thomas Letsch,1000310,Xabier Alonso Olano,Xabi Alonso,1981-11-25,214,Spain,574,Thomas Letsch,,1968-08-26,85,Germany,1.1.0,2,2
3895167,2023-12-10,16:30:00.000,1,1,available,available,2024-01-04T18:37:25.701451,2024-03-26T08:09:25.818281,14,9,Germany,1. Bundesliga,Germany - 1. Bundesliga,281,2023/2024,174,VfB Stuttgart,male,,85,Germany,904,Bayer Leverkusen,male,,85,Germany,1,Regular Season,369.0,MHPArena,85.0,Germany,231.0,Deniz Aytekin,85.0,Germany,Sebastian Hoeneß,Xabier Alonso Olano,5213,Sebastian Hoeneß,,1982-05-12,85,Germany,1000310,Xabier Alonso Olano,Xabi Alonso,1981-11-25,214,Spain,1.1.0,2,2
3895153,2023-11-25,16:30:00.000,0,3,available,available,2024-05-23T09:28:32.573978,2024-05-23T09:31:51.023486,12,9,Germany,1. Bundesliga,Germany - 1. Bundesliga,281,2023/2024,176,Werder Bremen,male,,85,Germany,904,Bayer Leverkusen,male,,85,Germany,1,Regular Season,4729.0,Wohninvest Weserstadion ,85.0,Germany,247.0,Martin Petersen,85.0,Germany,Ole Werner,Xabier Alonso Olano,4057,Ole Werner,,1988-05-04,85,Germany,1000310,Xabier Alonso Olano,Xabi Alonso,1981-11-25,214,Spain,1.1.0,2,2
3895113,2023-10-21,16:30:00.000,1,2,available,available,2023-12-27T04:25:23.928277,2024-03-27T09:17:41.033608,8,9,Germany,1. Bundesliga,Germany - 1. Bundesliga,281,2023/2024,179,Wolfsburg,male,,85,Germany,904,Bayer Leverkusen,male,,85,Germany,1,Regular Season,4849.0,Volkswagen Arena,85.0,Germany,236.0,Marco Fritz,85.0,Germany,Niko Kovač,Xabier Alonso Olano,374,Niko Kovač,,1971-10-15,56,Croatia,1000310,Xabier Alonso Olano,Xabi Alonso,1981-11-25,214,Spain,1.1.0,2,2
3895095,2023-09-30,16:30:00.000,0,3,available,available,2024-07-21T17:31:05.731548,2024-11-18T11:49:05.899001,6,9,Germany,1. Bundesliga,Germany - 1. Bundesliga,281,2023/2024,177,FSV Mainz 05,male,,85,Germany,904,Bayer Leverkusen,male,,85,Germany,1,Regular Season,374.0,Mewa Arena,85.0,Germany,235.0,Benjamin Brand,85.0,Germany,Bo Svensson,Xabier Alonso Olano,4975,Bo Svensson,,1979-08-04,61,Denmark,1000310,Xabier Alonso Olano,Xabi Alonso,1981-11-25,214,Spain,1.1.0,2,2
3895067,2023-09-02,16:30:00.000,5,1,available,available,2023-10-29T00:50:22.317494,2023-10-29T03:14:50.549747,3,9,Germany,1. Bundesliga,Germany - 1. Bundesliga,281,2023/2024,904,Bayer Leverkusen,male,,85,Germany,872,Darmstadt 98,male,,85,Germany,1,Regular Season,377.0,BayArena,85.0,Germany,246.0,Sven Jablonski,85.0,Germany,Xabier Alonso Olano,Torsten Lieberknecht,1000310,Xabier Alonso Olano,Xabi Alonso,1981-11-25,214,Spain,100,Torsten Lieberknecht,,1973-08-01,85,Germany,1.1.0,2,2
3895060,2023-08-26,19:30:00.000,0,3,available,available,2024-07-27T22:22:51.090700,2024-11-21T18:44:34.515462,2,9,Germany,1. Bundesliga,Germany - 1. Bundesliga,281,2023/2024,185,Borussia Mönchengladbach,male,,85,Germany,904,Bayer Leverkusen,male,,85,Germany,1,Regular Season,372.0,Stadion im BORUSSIA-PARK,85.0,Germany,237.0,Christian Dingert,85.0,Germany,Gerardo Seoane Castro,Xabier Alonso Olano,732,Gerardo Seoane Castro,Gerardo Seoane,1978-10-30,221,Switzerland,1000310,Xabier Alonso Olano,Xabi Alonso,1981-11-25,214,Spain,1.1.0,2,2
3895052,2023-08-19,16:30:00.000,3,2,available,available,2023-10-27T17:32:50.230518,2023-11-21T13:34:09.912520,1,9,Germany,1. Bundesliga,Germany - 1. Bundesliga,281,2023/2024,904,Bayer Leverkusen,male,,85,Germany,182,RB Leipzig,male,,85,Germany,1,Regular Season,377.0,BayArena,85.0,Germany,186.0,Felix Brych,85.0,Germany,Xabier Alonso Olano,Marco Rose,1000310,Xabier Alonso Olano,Xabi Alonso,1981-11-25,214,Spain,496,Marco Rose,,1976-09-11,85,Germany,1.1.0,2,2
3890563,2016-05-14,15:30:00.000,3,2,available,unscheduled,2023-08-05T09:38:01.494282,,34,9,Germany,1. Bundesliga,Germany - 1. Bundesliga,27,2015/2016,904,Bayer Leverkusen,male,,85,Germany,189,Ingolstadt,male,,85,Germany,1,Regular Season,377.0,BayArena,85.0,Germany,227.0,Guido Winkmann,85.0,Germany,Roger Schmidt,Ralph Hasenhüttl,3980,Roger Schmidt,,1967-03-13,85,Germany,44,Ralph Hasenhüttl,,1967-08-09,15,Austria,1.1.0,2,2
3890550,2016-05-07,15:30:00.000,2,1,available,unscheduled,2023-10-28T23:30:33.200742,,33,9,Germany,1. Bundesliga,Germany - 1. Bundesliga,27,2015/2016,185,Borussia Mönchengladbach,male,,85,Germany,904,Bayer Leverkusen,male,,85,Germany,1,Regular Season,372.0,Stadion im BORUSSIA-PARK,85.0,Germany,245.0,Bastian Dankert,85.0,Germany,André Schubert,Roger Schmidt,3650,André Schubert,,1971-07-24,85,Germany,3980,Roger Schmidt,,1967-03-13,85,Germany,1.1.0,2,2
3890540,2016-04-30,18:30:00.000,2,1,available,unscheduled,2023-07-24T07:41:44.627113,,32,9,Germany,1. Bundesliga,Germany - 1. Bundesliga,27,2015/2016,904,Bayer Leverkusen,male,,85,Germany,173,Hertha Berlin,male,,85,Germany,1,Regular Season,377.0,BayArena,85.0,Germany,229.0,Tobias Stieler,85.0,Germany,Roger Schmidt,Pál Dárdai,3980,Roger Schmidt,,1967-03-13,85,Germany,51,Pál Dárdai,,1976-03-16,103,Hungary,1.1.0,2,2
3890534,2016-04-23,18:30:00.000,2,3,available,unscheduled,2023-07-19T17:07:48.502966,,31,9,Germany,1. Bundesliga,Germany - 1. Bundesliga,27,2015/2016,181,Schalke 04,male,,85,Germany,904,Bayer Leverkusen,male,,85,Germany,1,Regular Season,370.0,VELTINS-Arena,85.0,Germany,716.0,Wolfgang Stark,85.0,Germany,André Breitenreiter,Roger Schmidt,58,André Breitenreiter,,1973-10-02,85,Germany,3980,Roger Schmidt,,1967-03-13,85,Germany,1.1.0,2,2
3890521,2016-04-16,15:30:00.000,3,0,available,unscheduled,2023-07-25T09:12:32.507875,,30,9,Germany,1. Bundesliga,Germany - 1. Bundesliga,27,2015/2016,904,Bayer Leverkusen,male,,85,Germany,184,Eintracht Frankfurt,male,,85,Germany,1,Regular Season,377.0,BayArena,85.0,Germany,231.0,Deniz Aytekin,85.0,Germany,Roger Schmidt,Niko Kovač,3980,Roger Schmidt,,1967-03-13,85,Germany,374,Niko Kovač,,1971-10-15,56,Croatia,1.1.0,2,2
3890519,2016-04-10,17:30:00.000,0,2,available,unscheduled,2023-07-31T12:19:56.474040,,29,9,Germany,1. Bundesliga,Germany - 1. Bundesliga,27,2015/2016,186,FC Köln,male,,85,Germany,904,Bayer Leverkusen,male,,85,Germany,1,Regular Season,363.0,RheinEnergieStadion,85.0,Germany,230.0,Manuel Gräfe,85.0,Germany,Peter Stöger,Roger Schmidt,43,Peter Stöger,,1966-04-11,15,Austria,3980,Roger Schmidt,,1967-03-13,85,Germany,1.1.0,2,2
3890502,2016-04-01,20:30:00.000,3,0,available,unscheduled,2023-08-03T13:07:07.427967,,28,9,Germany,1. Bundesliga,Germany - 1. Bundesliga,27,2015/2016,904,Bayer Leverkusen,male,,85,Germany,179,Wolfsburg,male,,85,Germany,1,Regular Season,377.0,BayArena,85.0,Germany,186.0,Felix Brych,85.0,Germany,Roger Schmidt,Dieter Hecking,3980,Roger Schmidt,,1967-03-13,85,Germany,411,Dieter Hecking,,1964-09-12,85,Germany,1.1.0,2,2
3890500,2016-03-20,16:30:00.000,0,2,available,unscheduled,2023-07-19T13:10:23.962185,,27,9,Germany,1. Bundesliga,Germany - 1. Bundesliga,27,2015/2016,174,VfB Stuttgart,male,,85,Germany,904,Bayer Leverkusen,male,,85,Germany,1,Regular Season,369.0,MHPArena,85.0,Germany,225.0,Daniel Siebert,85.0,Germany,Jürgen Kramny,Roger Schmidt,1003277,Jürgen Kramny,,1971-10-18,85,Germany,3980,Roger Schmidt,,1967-03-13,85,Germany,1.1.0,2,2
3890492,2016-03-13,16:30:00.000,1,0,available,unscheduled,2023-08-03T13:06:19.003897,,26,9,Germany,1. Bundesliga,Germany - 1. Bundesliga,27,2015/2016,904,Bayer Leverkusen,male,,85,Germany,171,Hamburger SV,male,,85,Germany,1,Regular Season,377.0,BayArena,85.0,Germany,237.0,Christian Dingert,85.0,Germany,Roger Schmidt,Bruno Labbadia,3980,Roger Schmidt,,1967-03-13,85,Germany,446,Bruno Labbadia,,1966-02-08,85,Germany,1.1.0,2,2
3890477,2016-03-05,16:30:00.000,3,3,available,unscheduled,2023-07-24T09:18:59.971988,,25,9,Germany,1. Bundesliga,Germany - 1. Bundesliga,27,2015/2016,172,Augsburg,male,,85,Germany,904,Bayer Leverkusen,male,,85,Germany,1,Regular Season,366.0,WWK Arena,85.0,Germany,240.0,Markus Schmidt,85.0,Germany,Markus Weinzierl,Roger Schmidt,672,Markus Weinzierl,,1974-12-28,85,Germany,3980,Roger Schmidt,,1967-03-13,85,Germany,1.1.0,2,2
3890472,2016-03-02,21:00:00.000,1,4,available,unscheduled,2023-07-18T12:42:28.657695,,24,9,Germany,1. Bundesliga,Germany - 1. Bundesliga,27,2015/2016,904,Bayer Leverkusen,male,,85,Germany,176,Werder Bremen,male,,85,Germany,1,Regular Season,377.0,BayArena,85.0,Germany,236.0,Marco Fritz,85.0,Germany,Roger Schmidt,Viktor Skripnik,3980,Roger Schmidt,,1967-03-13,85,Germany,3055,Viktor Skripnik,,1969-11-19,238,Ukraine,1.1.0,2,2
3890463,2016-02-28,18:30:00.000,3,1,available,unscheduled,2023-12-12T01:48:54.981843,,23,9,Germany,1. Bundesliga,Germany - 1. Bundesliga,27,2015/2016,177,FSV Mainz 05,male,,85,Germany,904,Bayer Leverkusen,male,,85,Germany,1,Regular Season,374.0,Mewa Arena,85.0,Germany,231.0,Deniz Aytekin,85.0,Germany,Martin Schmidt,Markus Krösche,186,Martin Schmidt,,1967-04-12,221,Switzerland,1002246,Markus Krösche,,1980-09-17,85,Germany,1.1.0,2,2
3890456,2016-02-21,16:30:00.000,0,1,available,unscheduled,2023-07-15T21:48:00.266005,,22,9,Germany,1. Bundesliga,Germany - 1. Bundesliga,27,2015/2016,904,Bayer Leverkusen,male,,85,Germany,180,Borussia Dortmund,male,,85,Germany,1,Regular Season,377.0,BayArena,85.0,Germany,241.0,Felix Zwayer,85.0,Germany,Roger Schmidt,Thomas Tuchel,3980,Roger Schmidt,,1967-03-13,85,Germany,279,Thomas Tuchel,,1973-08-29,85,Germany,1.1.0,2,2
3890444,2016-02-13,16:30:00.000,1,2,available,unscheduled,2023-07-15T16:09:34.211127,,21,9,Germany,1. Bundesliga,Germany - 1. Bundesliga,27,2015/2016,872,Darmstadt 98,male,,85,Germany,904,Bayer Leverkusen,male,,85,Germany,1,Regular Season,548.0,Merck-Stadion am Böllenfalltor,85.0,Germany,1945.0,Jochen Drees,85.0,Germany,Dirk Schuster,Roger Schmidt,377,Dirk Schuster,,1967-12-29,85,Germany,3980,Roger Schmidt,,1967-03-13,85,Germany,1.1.0,2,2
